image,label,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9
ISIC_0027419.jpg,0,0.04151111111111111,0.062125925925925925,0.05665185185185185,0.12100740740740741,0.15963703703703705,0.15347407407407407,0.09866666666666667,0.0853,0.09058148148148149,0.13104444444444444
ISIC_0025030.jpg,0,0.03830740740740741,0.05767777777777778,0.058192592592592594,0.13035925925925926,0.17673333333333333,0.16204444444444444,0.09806296296296296,0.07874444444444445,0.08058148148148148,0.1192962962962963
ISIC_0026769.jpg,0,0.033274074074074074,0.054155555555555554,0.054459259259259256,0.13103703703703704,0.1867851851851852,0.16837407407407406,0.09853333333333333,0.07834074074074074,0.08192962962962963,0.1131111111111111
ISIC_0025661.jpg,0,0.042555555555555555,0.06186296296296296,0.06084814814814815,0.12996666666666667,0.19476296296296297,0.1489185185185185,0.09242222222222223,0.07628518518518519,0.07711111111111112,0.11526666666666667
ISIC_0031633.jpg,0,0.0199,0.041714814814814816,0.03451111111111111,0.13392592592592592,0.21618148148148147,0.21483333333333332,0.0903037037037037,0.0747037037037037,0.09183703703703704,0.08208888888888889
ISIC_0027850.jpg,0,0.02685925925925926,0.0505962962962963,0.042888888888888886,0.12974814814814814,0.22405925925925926,0.18424444444444443,0.08847037037037037,0.07178518518518519,0.08806666666666667,0.09328148148148148
ISIC_0029176.jpg,0,0.042666666666666665,0.06737407407407407,0.04098148148148148,0.09983703703703704,0.11334814814814814,0.13883333333333334,0.09735925925925926,0.10321111111111111,0.14017037037037036,0.1562185185185185
ISIC_0029068.jpg,0,0.04088888888888889,0.06425925925925927,0.05207407407407407,0.11465925925925925,0.1409962962962963,0.14754444444444445,0.10055185185185185,0.09237037037037037,0.10645185185185185,0.1402037037037037
ISIC_0025837.jpg,0,0.04541481481481482,0.06977407407407407,0.0653962962962963,0.12307407407407407,0.16353703703703704,0.14924074074074073,0.0997962962962963,0.07706296296296296,0.0796074074074074,0.1270962962962963
ISIC_0025209.jpg,0,0.041837037037037034,0.061266666666666664,0.0647962962962963,0.13105555555555556,0.18647777777777777,0.16082962962962963,0.0981037037037037,0.07058148148148148,0.07121481481481481,0.11383703703703704
ISIC_0025276.jpg,0,0.04515925925925926,0.07193703703703704,0.04078148148148148,0.09818148148148148,0.1150111111111111,0.13342222222222222,0.09673703703703704,0.09992592592592593,0.13433333333333333,0.1645111111111111
ISIC_0029396.jpg,0,0.05418518518518518,0.07575555555555556,0.05031851851851852,0.09707407407407408,0.11656296296296297,0.12305555555555556,0.09476296296296297,0.10039259259259259,0.12040740740740741,0.16748518518518518
ISIC_0025984.jpg,0,0.054874074074074075,0.07387037037037036,0.05536296296296296,0.10373703703703703,0.12816666666666668,0.12477037037037036,0.09577777777777778,0.09513703703703703,0.10952962962962963,0.15877407407407407
ISIC_0025767.jpg,0,0.055544444444444445,0.08485925925925926,0.05006666666666667,0.08937407407407408,0.10135925925925926,0.11718518518518518,0.10137407407407407,0.0992925925925926,0.1262111111111111,0.17473333333333332
ISIC_0032417.jpg,0,0.049911111111111114,0.0785,0.04774074074074074,0.09613333333333333,0.11051481481481482,0.12904074074074073,0.09922962962962963,0.09735185185185186,0.1279888888888889,0.1635888888888889
ISIC_0031326.jpg,0,0.045118518518518516,0.0680111111111111,0.05433333333333333,0.1095962962962963,0.1369037037037037,0.1426185185185185,0.10102592592592592,0.09162222222222222,0.10322962962962963,0.14754074074074075
ISIC_0025915.jpg,0,0.050633333333333336,0.07120740740740741,0.057107407407407405,0.10723703703703703,0.13055925925925926,0.13319629629629628,0.09831481481481481,0.09334074074074074,0.1058888888888889,0.15251481481481483
ISIC_0031029.jpg,0,0.05084814814814815,0.07252962962962962,0.04761481481481482,0.09844444444444445,0.11617407407407407,0.1254962962962963,0.09545185185185186,0.0998037037037037,0.12775925925925927,0.1658777777777778
ISIC_0029836.jpg,0,0.04858518518518518,0.06975925925925926,0.04402592592592593,0.10205555555555555,0.17504074074074075,0.12972962962962964,0.08155925925925926,0.09418518518518519,0.1101037037037037,0.14495555555555556
ISIC_0032129.jpg,0,0.051974074074074075,0.07221111111111111,0.048240740740740744,0.09956296296296296,0.15587777777777778,0.12966296296296295,0.08592222222222222,0.09330740740740741,0.11334444444444444,0.1498962962962963
ISIC_0032343.jpg,0,0.035896296296296294,0.05876296296296296,0.045118518518518516,0.1194111111111111,0.1794,0.16002222222222223,0.08827407407407407,0.07901481481481482,0.11682592592592593,0.11727407407407407
ISIC_0025033.jpg,0,0.06042962962962963,0.08264814814814815,0.055125925925925925,0.09302222222222223,0.10575555555555556,0.11181851851851853,0.09545925925925926,0.0969037037037037,0.12607037037037036,0.17276666666666668
ISIC_0027310.jpg,0,0.04385185185185185,0.06714074074074074,0.054655555555555554,0.11478148148148148,0.13783333333333334,0.14621481481481483,0.10202592592592592,0.08735555555555556,0.10467777777777777,0.14146296296296296
ISIC_0032128.jpg,0,0.044892592592592595,0.06957037037037037,0.04045555555555556,0.09778148148148148,0.1252962962962963,0.13603703703703704,0.09086666666666667,0.09661851851851852,0.14037407407407407,0.15810740740740742
ISIC_0025937.jpg,0,0.053374074074074074,0.07746296296296297,0.04602592592592593,0.0933925925925926,0.12564444444444445,0.12169259259259259,0.0906962962962963,0.09877777777777778,0.1265037037037037,0.16642962962962962
